age,weekly_watch_hours,skip_rate,avg_rating_given,logins_per_week,subscription_type,content_diversity_score,days_since_last_login,notifications_clicked,watch_streak_days,engagement_level
21,4.0,,3.0,3,Basic,0.8,45,3,17,0
39,5.13,0.33,4.0,6,Free,0.52,40,0,11,0
34,,0.18,3.3,3,Free,0.9,56,4,25,2
31,,0.61,1.3,7,Basic,0.11,52,2,11,0
55,16.3,0.48,1.7,3,Basic,0.94,37,7,25,2
43,0.74,,1.9,5,Basic,0.35,0,4,3,0
48,12.0,0.03,2.0,13,Free,0.86,59,7,26,2
63,15.05,0.64,3.3,3,Premium,0.67,29,1,17,1
56,1.61,0.76,,8,Basic,0.96,11,4,26,1
28,4.5,0.76,1.8,5,Premium,0.86,45,1,20,0
58,1.45,0.89,1.3,3,Free,0.89,3,3,22,1
60,9.81,0.73,1.7,7,Free,0.63,14,2,20,1
40,6.13,0.93,4.9,4,Free,0.83,16,2,15,1
57,8.07,,2.9,5,Premium,0.76,51,2,4,0
51,1.75,0.5,,7,Free,0.16,11,0,1,0
42,,0.01,4.4,6,Free,0.65,0,3,12,2
53,,0.93,3.0,4,Free,0.15,12,4,10,0
22,3.11,0.24,3.8,3,Basic,0.87,29,2,2,0
20,6.56,0.1,1.8,6,Premium,0.07,9,3,5,1
58,15.61,0.26,3.8,4,Premium,0.99,35,3,13,2
60,8.8,0.18,,2,Basic,0.4,5,2,5,1
46,4.57,0.03,4.3,2,Premium,0.17,8,8,12,1
38,24.48,0.91,1.3,5,Free,0.94,49,2,28,2
57,10.16,0.01,4.1,1,Premium,0.05,1,4,0,1
25,21.29,0.74,1.4,5,Free,0.47,5,5,16,2
47,6.0,0.15,4.5,4,Free,0.77,10,2,25,2
58,2.4,0.87,2.2,1,Free,0.32,25,3,24,0
45,0.43,0.97,3.6,4,Free,0.53,27,6,10,0
54,10.36,0.65,3.0,1,Free,0.7,12,5,26,2
46,1.03,0.67,2.5,2,Free,0.95,37,4,1,0
33,2.89,0.01,3.6,4,Free,0.1,11,3,1,0
51,,,4.8,3,Free,0.16,18,3,15,0
17,6.65,0.88,,5,Free,0.51,17,3,11,0
29,7.34,1.0,4.7,2,Premium,0.42,18,6,8,0
28,1.45,0.66,3.4,3,Premium,0.41,27,5,27,1
44,3.82,0.34,4.2,3,Premium,0.3,11,4,4,0
27,7.68,0.89,2.5,4,Basic,0.56,31,2,21,0
54,28.0,0.29,2.9,2,Basic,0.88,51,4,13,2
17,10.4,,4.5,3,Premium,0.16,12,3,2,0
47,20.47,0.1,2.7,2,Basic,0.22,51,2,6,1
28,11.49,0.92,3.1,4,Free,0.67,22,4,17,1
61,7.17,0.14,1.1,2,Free,0.06,35,5,20,1
42,,0.22,1.6,4,Free,0.67,57,1,14,0
64,8.79,0.56,3.6,9,Premium,0.31,29,3,3,0
56,7.81,0.76,3.9,9,Basic,0.36,21,5,23,1
32,7.38,,3.3,1,Free,0.41,37,0,12,0
55,5.38,0.23,1.6,1,Free,0.35,44,2,28,0
46,6.02,0.0,2.8,1,Free,0.84,41,3,17,1
49,3.26,0.76,2.4,5,Basic,0.95,2,3,15,1
39,5.86,0.99,3.0,6,Basic,0.55,8,2,0,0
60,1.76,0.81,4.5,5,Free,0.58,14,4,1,0
50,13.09,0.92,4.1,2,Free,0.07,29,1,1,0
63,,0.9,1.3,5,Basic,0.71,25,2,15,0
21,0.71,0.41,4.6,4,Premium,0.58,29,1,7,0
34,,,2.9,5,Premium,0.05,4,6,0,0
45,8.59,0.98,4.0,2,Free,0.2,57,2,14,0
22,4.61,0.9,1.6,2,Free,0.2,30,0,16,0
25,2.59,0.78,3.7,1,Free,0.17,56,2,25,0
56,,0.53,1.9,7,Basic,0.66,57,2,16,0
47,3.41,,,3,Basic,0.93,21,1,2,0
49,,0.26,1.1,1,Free,0.76,53,8,20,2
43,20.47,0.04,1.6,6,Basic,0.48,40,0,23,2
30,5.58,0.58,1.4,4,Free,0.4,57,4,28,0
45,3.18,0.23,2.0,6,Premium,0.39,14,4,23,1
52,10.69,0.15,1.4,1,Free,0.6,44,4,11,1
44,0.3,0.65,3.8,5,Free,0.36,52,1,25,0
37,5.15,,,4,Basic,0.23,34,4,4,0
19,3.28,1.0,3.5,2,Basic,0.6,18,5,12,0
35,20.26,0.5,,3,Basic,0.39,33,1,20,2
47,0.1,0.89,4.8,5,Premium,0.01,17,7,6,0
51,,0.87,4.7,3,Free,0.02,13,2,0,0
19,10.8,0.81,1.9,4,Free,0.27,21,2,16,0
42,5.31,0.93,,3,Premium,0.51,23,1,12,0
32,,0.9,1.1,10,Basic,0.35,12,3,10,0
27,28.74,0.98,,2,Free,0.02,58,3,16,1
37,,0.96,3.1,2,Basic,0.22,55,5,23,0
32,,0.2,1.2,6,Basic,0.1,7,2,23,2
25,2.16,0.44,2.4,3,Free,0.95,41,1,12,0
16,5.29,0.06,,3,Free,0.31,54,1,3,0
37,4.49,0.98,2.6,6,Free,0.01,1,3,4,0
41,0.62,0.88,3.7,0,Free,0.66,41,3,22,0
33,0.9,0.56,2.9,5,Premium,0.23,26,1,13,0
29,,0.66,2.5,1,Free,0.57,33,2,15,1
62,2.19,0.5,1.5,9,Free,0.15,28,1,5,0
44,1.73,0.03,2.0,3,Basic,0.98,25,0,1,0
27,5.62,0.61,1.4,6,Basic,0.97,22,5,12,1
51,11.71,0.72,4.2,0,Basic,0.66,35,6,22,1
50,,,1.5,3,Free,0.71,53,1,17,0
27,6.88,,3.4,5,Premium,0.43,8,3,3,0
22,1.02,0.23,,3,Basic,0.96,20,3,15,1
44,0.3,0.22,1.9,5,Free,0.42,41,0,3,0
26,0.43,0.16,3.6,5,Premium,0.24,35,3,26,1
48,14.37,0.37,2.8,6,Free,0.12,2,2,15,2
21,1.0,0.88,2.6,6,Premium,0.21,6,4,20,0
62,0.37,0.83,3.4,5,Basic,0.57,22,5,16,0
30,4.61,0.93,3.0,2,Premium,0.25,31,2,2,0
47,14.86,0.59,,4,Free,0.65,22,5,23,2
26,2.43,0.72,3.2,2,Premium,0.38,15,4,5,0
38,4.38,0.24,3.7,5,Basic,0.89,4,3,18,2
41,0.33,0.88,1.1,3,Basic,0.56,12,6,1,0
49,4.77,,2.9,3,Free,0.62,9,1,26,1
61,6.89,0.92,1.2,3,Premium,0.56,55,7,21,0
49,6.77,0.96,1.7,7,Free,0.89,58,1,13,0
44,,0.9,3.2,7,Free,0.06,1,5,2,0
19,3.03,0.7,4.5,4,Basic,0.07,15,1,6,0
32,0.9,0.22,4.5,1,Free,0.7,51,5,22,0
50,3.66,0.26,1.3,5,Free,0.77,0,7,10,1
28,0.84,0.51,2.7,6,Basic,0.43,5,2,14,0
56,11.64,0.32,3.3,2,Free,0.35,53,3,29,1
54,27.12,0.17,1.6,3,Premium,0.28,18,4,17,2
30,28.07,0.26,4.1,4,Basic,0.23,32,2,3,2
44,16.02,0.04,4.0,0,Basic,0.91,27,1,2,1
44,7.35,,4.6,2,Free,0.3,4,1,15,1
26,98.23,0.49,1.0,4,Basic,0.65,11,2,7,1
47,,0.09,1.9,5,Premium,0.79,29,6,7,1
17,7.97,0.17,4.3,2,Free,0.02,16,6,3,1
62,4.87,,3.7,2,Free,0.03,18,4,15,1
29,5.26,0.61,,3,Free,0.33,39,6,3,0
35,11.34,,1.2,2,Basic,0.7,41,3,29,2
37,2.65,0.86,3.4,4,Basic,0.26,24,2,5,0
26,3.06,0.02,3.3,3,Free,0.0,34,1,21,0
42,20.68,0.25,1.1,2,Basic,0.29,8,4,5,2
18,0.46,0.89,3.1,4,Premium,0.09,31,6,17,0
32,,0.72,3.4,3,Free,0.22,38,3,11,0
59,19.52,0.07,1.8,3,Basic,0.33,55,2,7,1
43,7.54,0.82,2.1,4,Premium,0.13,37,2,13,0
44,6.32,0.49,3.6,3,Premium,0.71,14,2,6,1
36,2.3,0.85,2.9,5,Free,0.26,44,3,1,0
62,3.36,0.6,4.4,2,Free,0.66,45,5,7,0
31,15.29,,2.4,6,Premium,0.6,36,2,10,1
52,6.55,,2.1,3,Free,0.9,25,2,16,0
35,5.78,0.23,4.9,4,Basic,0.09,55,3,9,0
21,0.84,0.62,4.6,2,Basic,0.21,59,5,6,0
34,0.13,0.46,1.1,1,Basic,0.87,30,5,5,0
20,26.52,0.04,4.1,5,Free,0.82,29,2,8,2
18,3.79,0.01,1.4,1,Premium,0.19,1,4,18,1
16,7.39,0.12,1.1,0,Free,0.11,6,4,24,1
53,0.66,0.65,2.1,3,Basic,0.86,29,2,4,0
30,9.19,0.57,2.1,4,Free,0.18,32,1,4,0
49,21.57,0.55,4.3,6,Free,0.87,47,3,21,2
50,,0.03,,4,Free,0.96,38,3,2,1
64,1.08,0.47,4.9,1,Premium,0.22,46,2,3,0
40,6.97,0.93,3.8,3,Basic,0.84,37,3,11,0
39,11.63,0.4,2.7,1,Basic,0.42,19,5,25,2
27,,0.62,3.8,5,Basic,0.79,18,5,5,0
33,16.95,0.78,5.0,4,Free,0.41,8,2,20,2
30,8.37,0.78,3.8,3,Basic,0.07,21,4,9,0
59,18.36,0.52,4.0,5,Free,0.71,31,2,26,2
31,7.81,,4.8,5,Basic,0.15,29,5,7,0
42,1.13,0.39,1.5,3,Free,0.93,5,5,22,1
23,2.96,0.89,3.8,4,Premium,0.42,16,2,16,0
61,1.8,0.24,4.4,6,Basic,0.08,36,4,5,0
40,19.16,0.28,4.8,3,Free,0.23,14,6,29,2
32,11.43,,1.8,2,Free,0.86,59,3,4,0
44,9.03,0.8,3.0,1,Free,0.32,6,1,27,1
23,2.86,0.42,3.7,7,Premium,0.86,13,4,9,1
30,1.63,0.23,2.0,6,Free,0.17,19,2,24,1
42,11.3,,3.4,3,Free,0.47,59,1,11,0
61,5.14,0.91,2.0,1,Free,0.88,29,4,27,0
22,2.05,0.98,2.3,5,Premium,0.05,17,1,13,0
18,7.67,0.55,2.8,5,Basic,0.3,56,3,2,0
44,0.33,,3.1,3,Free,0.91,21,8,19,1
59,,0.47,2.8,5,Basic,0.6,24,3,3,0
39,5.06,,,7,Premium,0.72,23,4,3,1
18,1.28,0.92,2.2,4,Basic,0.84,30,4,24,0
35,33.42,0.13,1.6,4,Free,0.52,48,2,7,2
61,1.88,0.42,1.2,7,Free,0.85,17,2,24,1
30,,0.34,1.8,5,Free,0.64,33,2,3,0
40,1.82,,3.3,2,Free,0.69,17,2,29,1
45,11.72,0.46,,4,Basic,0.15,13,5,18,2
29,4.43,0.52,1.7,2,Basic,0.94,3,2,14,1
22,,0.14,1.4,6,Premium,0.8,6,1,27,2
32,,0.51,4.0,3,Basic,0.25,6,1,12,0
59,0.28,0.24,,6,Free,0.58,0,5,4,1
35,4.72,0.18,4.8,6,Basic,0.38,39,2,14,1
51,13.57,,,6,Basic,0.66,51,0,17,2
24,17.32,0.76,2.3,4,Free,0.99,23,0,4,1
53,0.73,0.43,2.2,4,Basic,0.05,31,1,17,0
63,,0.63,3.1,4,Free,0.95,9,3,9,1
37,19.56,0.73,1.3,1,Free,0.07,8,3,17,1
17,3.93,0.98,1.5,4,Basic,0.46,38,4,6,0
39,14.16,0.47,1.7,4,Free,0.48,2,5,9,2
23,1.15,0.39,4.1,4,Basic,0.27,43,3,3,0
26,,0.38,3.1,2,Free,0.57,34,5,21,2
28,11.14,0.64,1.0,1,Premium,0.83,4,4,8,1
32,,0.49,3.7,5,Premium,0.29,6,2,12,2
23,9.03,0.85,,7,Premium,0.07,11,2,15,1
36,3.61,0.87,3.0,5,Premium,0.63,22,2,28,1
33,22.27,0.17,1.9,6,Premium,0.75,24,0,12,2
45,2.58,0.14,3.2,3,Basic,0.95,16,1,25,2
33,3.23,0.96,4.9,2,Premium,0.16,13,2,2,0
61,9.65,0.3,,3,Basic,0.9,34,5,14,1
62,11.6,0.02,2.1,5,Premium,0.48,0,1,16,2
46,21.21,0.89,2.0,6,Free,0.24,21,5,2,1
53,1.83,0.97,2.0,6,Basic,0.96,27,3,2,0
47,12.8,0.96,2.5,5,Premium,0.24,57,3,28,0
26,,0.72,4.3,4,Basic,0.73,22,3,18,1
60,0.53,0.76,4.7,6,Free,0.78,17,3,3,0
40,3.92,0.2,1.8,4,Basic,0.43,45,3,26,1
48,2.66,0.97,3.2,2,Basic,0.69,56,1,2,0
53,2.9,0.9,3.5,4,Basic,0.57,44,4,20,0
56,32.57,0.17,3.1,4,Basic,0.19,43,3,15,2
23,8.24,,2.7,3,Free,0.76,36,3,23,1
26,10.12,,1.8,2,Premium,0.93,2,3,18,2
37,,0.16,3.0,4,Basic,0.49,13,3,25,2
39,3.79,,2.6,5,Free,0.99,38,6,5,0
56,12.95,,4.2,3,Premium,0.43,6,3,16,1
32,,0.17,4.1,5,Free,0.48,16,1,3,0
27,16.29,0.03,,4,Free,0.67,5,0,16,2
61,1.59,0.63,1.4,2,Premium,0.19,46,2,1,0
47,23.6,0.98,4.6,4,Premium,0.9,18,4,18,2
30,141.0,0.33,3.1,4,Free,0.8,14,0,20,1
31,3.16,,4.4,4,Free,0.87,38,5,8,1
37,11.29,0.57,,6,Free,0.61,4,3,26,2
43,4.0,,3.1,8,Premium,0.88,14,4,24,1
35,7.5,,,0,Premium,0.68,51,3,2,0
48,4.7,0.62,4.4,3,Free,0.51,44,5,12,0
25,10.85,,1.4,4,Free,0.93,25,3,23,2
55,2.07,0.54,2.0,2,Free,0.44,38,5,29,0
47,0.48,,2.6,1,Premium,0.5,44,4,17,0
48,2.85,0.68,4.5,4,Free,0.17,12,1,24,1
17,5.14,0.73,4.8,2,Basic,0.95,30,6,19,1
48,1.47,0.97,5.0,5,Basic,0.22,12,2,14,0
48,3.51,0.91,4.8,1,Free,0.2,22,9,1,0
56,4.09,,1.0,3,Free,0.1,39,4,29,1
28,0.47,0.55,1.2,4,Free,0.45,31,3,20,0
45,,0.99,1.6,4,Basic,0.27,36,3,29,0
48,17.26,0.79,2.4,5,Premium,0.74,3,2,11,2
28,1.32,0.98,4.3,2,Basic,0.31,16,2,6,0
41,7.29,0.26,4.6,4,Free,0.72,19,1,10,1
37,,,1.7,5,Free,0.2,45,1,21,0
54,4.35,0.33,3.5,4,Free,0.23,10,1,24,1
17,,0.86,4.7,6,Free,0.81,41,3,14,1
53,4.23,0.47,,4,Basic,0.37,32,2,6,0
54,5.62,0.8,,3,Premium,0.11,38,4,21,0
41,0.06,0.58,2.8,2,Premium,0.96,5,0,7,0
61,9.41,0.77,2.5,3,Basic,0.18,38,3,22,0
30,,0.33,3.3,2,Basic,0.15,55,0,22,0
49,0.31,0.83,2.8,3,Premium,0.36,46,4,23,0
57,3.67,0.27,1.1,3,Basic,0.1,37,2,11,0
59,30.92,,5.0,3,Basic,0.16,17,1,5,2
64,4.37,0.21,3.2,3,Free,0.85,1,4,25,2
55,5.58,0.48,2.9,3,Free,0.17,40,3,13,0
26,19.26,0.32,4.8,5,Free,0.11,37,1,27,2
18,10.11,0.27,1.6,2,Premium,0.88,53,1,4,0
21,6.98,0.97,1.8,3,Basic,0.44,16,3,3,0
24,12.79,,4.2,4,Free,0.16,23,1,23,2
21,,0.79,2.0,3,Basic,0.58,29,5,24,2
24,4.88,0.98,4.2,6,Free,0.04,42,3,29,0
54,5.16,0.02,2.1,4,Premium,0.43,23,2,24,1
46,3.9,0.7,1.1,4,Free,0.59,3,6,26,1
47,27.22,0.25,3.1,3,Basic,0.96,6,5,27,2
56,9.56,0.04,1.8,4,Basic,0.33,14,5,3,1
27,0.7,,4.0,5,Premium,0.77,56,2,28,0
23,15.9,0.94,3.6,2,Basic,0.13,29,1,8,0
23,5.24,0.01,4.7,4,Premium,0.43,58,4,14,0
43,,0.59,4.1,3,Free,0.22,28,1,17,0
35,6.38,0.5,1.7,2,Free,0.49,48,8,26,1
62,4.32,0.87,4.2,6,Free,0.42,43,3,6,0
22,16.81,0.08,3.6,5,Basic,0.98,44,3,19,2
26,1.83,0.68,3.7,5,Free,0.92,52,8,15,0
35,14.01,0.68,4.3,4,Free,0.58,12,5,10,2
31,6.53,0.67,3.3,5,Basic,0.18,39,3,3,0
19,0.45,0.95,2.9,5,Basic,0.56,38,0,29,0
21,28.56,0.82,3.5,1,Basic,0.79,28,1,27,2
37,5.75,0.04,,5,Free,0.04,25,6,28,2
41,2.75,0.47,1.7,2,Premium,0.43,35,0,27,0
18,,0.4,3.5,5,Basic,0.04,34,5,7,0
56,15.61,1.0,,0,Free,0.24,48,6,2,0
57,2.91,0.45,1.3,3,Basic,0.09,47,2,26,0
29,1.71,0.38,1.0,3,Free,0.96,18,0,20,0
26,1.11,0.43,3.4,8,Basic,0.17,1,2,4,0
33,2.83,0.98,,5,Free,0.15,52,3,2,0
27,,0.09,4.0,3,Premium,0.97,13,2,26,2
38,5.1,0.92,2.5,3,Premium,0.52,15,4,19,0
27,2.06,0.48,2.9,3,Free,0.76,48,4,8,0
28,1.45,,2.6,4,Free,0.33,35,2,2,0
40,3.24,0.83,3.6,2,Free,0.53,39,1,25,0
60,22.5,0.36,2.4,3,Basic,0.01,40,3,24,2
34,3.36,0.43,4.9,5,Free,0.41,30,3,9,0
61,35.47,0.41,4.7,4,Premium,0.56,47,2,16,2
51,5.31,0.37,4.4,5,Free,0.51,47,1,26,1
60,1.58,0.93,4.7,3,Basic,0.41,48,2,20,0
23,17.74,0.83,2.8,5,Free,0.79,34,0,20,1
44,4.93,0.11,3.1,10,Premium,0.5,21,1,10,1
47,9.89,,4.0,3,Free,0.64,20,1,8,1
59,32.94,0.43,3.8,3,Basic,0.18,27,4,10,2
33,0.41,0.1,4.6,4,Basic,0.86,16,1,23,1
21,,,3.9,0,Basic,0.36,49,5,6,0
33,,0.14,,5,Free,0.48,17,3,0,1
34,,0.52,2.4,5,Free,0.35,31,7,13,0
37,1.63,0.01,4.3,3,Basic,0.89,22,2,10,1
52,0.32,0.32,3.8,2,Premium,0.9,5,3,13,1
47,0.18,0.94,3.8,3,Free,0.22,28,1,22,0
56,11.91,0.48,2.3,6,Free,0.75,5,2,17,2
18,1.15,0.98,4.1,4,Free,0.1,32,4,29,0
43,5.04,0.87,4.6,3,Basic,0.03,47,5,26,0
25,7.45,0.88,1.9,3,Basic,0.84,31,3,8,0
50,4.47,0.05,3.5,1,Basic,0.13,16,2,11,0
44,0.22,0.9,2.6,5,Free,0.15,3,4,13,0
30,12.24,0.91,5.0,3,Free,0.61,47,4,28,1
48,0.08,0.82,2.9,5,Basic,0.82,57,4,11,0
22,11.48,0.97,1.9,2,Free,0.19,30,4,2,0
27,17.9,1.0,2.5,6,Free,0.11,21,2,8,1
64,4.54,0.26,3.6,5,Basic,0.08,26,5,15,1
45,6.14,0.72,1.3,3,Free,0.02,53,4,20,0
36,5.19,0.91,3.4,7,Premium,0.12,20,5,26,1
46,3.94,0.24,4.7,3,Free,0.94,19,4,3,1
39,17.47,,4.4,2,Free,0.1,33,0,20,1
35,,0.31,1.3,2,Free,0.6,22,2,26,2
52,3.27,0.98,5.0,6,Basic,0.92,43,4,12,0
19,7.64,0.28,,4,Basic,0.63,15,0,17,1
43,20.93,0.95,1.6,5,Basic,0.03,5,6,7,1
59,26.17,0.05,1.0,6,Free,0.6,15,6,23,2
35,5.69,0.71,1.7,6,Free,0.9,6,4,23,2
39,4.82,0.53,4.4,1,Free,0.32,13,2,7,0
64,2.61,0.48,1.1,5,Premium,0.31,2,3,15,1
47,25.53,0.22,1.9,6,Free,0.25,32,4,22,2
56,1.23,0.71,4.0,5,Basic,0.51,48,5,12,0
51,6.94,0.85,3.3,5,Premium,0.24,51,2,1,0
49,2.66,0.55,4.1,4,Free,0.72,35,3,23,1
51,2.62,0.25,,5,Basic,0.64,38,2,21,1
17,4.15,,1.2,1,Free,0.4,28,2,20,0
30,53.76,0.03,4.6,4,Free,0.72,38,3,28,2
49,0.45,0.2,1.9,9,Free,0.1,3,2,12,1
51,6.91,0.24,3.2,7,Premium,0.75,38,1,17,1
21,0.69,,3.6,3,Free,0.6,39,1,18,0
54,1.34,,1.7,6,Free,0.63,40,5,3,0
57,4.63,0.49,4.9,2,Free,0.06,21,5,28,1
27,5.71,0.87,3.0,5,Free,0.62,14,1,29,1
18,2.4,0.71,1.2,4,Premium,0.49,3,6,27,1
60,3.04,0.58,4.7,5,Free,0.49,57,1,3,0
33,0.73,0.09,3.3,2,Premium,0.32,17,2,20,1
55,2.89,0.69,3.8,3,Premium,0.01,56,0,1,0
36,27.18,,3.1,5,Premium,0.42,43,4,8,2
30,23.16,,4.3,2,Free,0.4,22,1,24,2
48,3.26,0.25,1.1,6,Free,0.42,37,2,8,0
50,,0.42,2.1,4,Basic,0.61,3,7,20,2
41,19.23,,2.9,2,Free,0.3,3,3,3,2
23,0.05,0.86,1.3,2,Basic,0.27,17,3,15,0
51,13.31,0.13,3.8,5,Free,0.5,0,1,24,2
63,23.71,0.57,,2,Premium,0.59,31,7,7,2
45,,0.14,2.1,2,Free,0.57,20,7,6,0
38,1.41,0.7,1.0,4,Free,0.88,37,2,29,0
57,25.9,0.91,,5,Basic,0.77,25,5,12,2
59,6.17,0.93,4.3,3,Free,0.05,40,4,4,0
29,0.11,0.49,2.6,4,Free,0.56,48,7,7,0
29,2.38,0.93,3.3,4,Free,0.42,20,3,20,0
17,4.78,0.52,1.9,5,Free,0.36,42,10,1,0
52,9.44,0.49,3.5,3,Free,0.96,28,2,15,1
20,,0.58,1.0,3,Free,0.46,52,5,21,0
53,43.09,0.69,3.0,6,Free,0.72,40,4,26,2
60,2.71,0.11,3.6,5,Free,0.97,42,3,17,1
56,6.18,0.82,4.7,8,Free,0.15,31,2,27,1
62,6.1,0.44,2.5,2,Basic,0.05,58,2,28,0
29,4.16,0.07,4.1,6,Free,0.31,3,3,9,1
54,1.48,0.91,3.4,6,Free,0.04,12,3,8,0
40,30.34,0.38,,6,Premium,0.12,50,3,14,2
35,15.36,0.1,2.6,4,Basic,0.99,34,6,22,2
17,5.52,0.63,,4,Free,0.96,53,3,2,0
54,7.4,0.88,4.5,4,Premium,0.69,26,1,14,0
21,2.06,0.89,1.2,1,Basic,0.75,0,3,12,0
32,,0.96,1.5,2,Free,0.14,48,3,25,0
40,9.5,0.87,1.3,5,Premium,0.6,48,1,23,0
43,5.79,0.89,4.4,5,Free,0.15,38,2,0,0
17,37.07,0.38,1.0,5,Premium,0.38,13,4,14,2
50,,0.82,4.4,3,Free,0.35,36,0,8,0
52,3.71,0.37,2.8,4,Free,0.61,29,5,6,0
20,11.83,0.6,,8,Basic,0.08,13,1,25,1
16,1.5,0.61,,7,Free,0.1,10,0,17,0
55,3.88,0.37,1.7,1,Free,0.61,30,3,7,0
27,3.41,0.9,3.5,5,Basic,0.64,56,2,14,0
51,4.52,0.5,3.7,5,Free,0.34,27,3,13,0
60,12.18,,3.0,2,Premium,0.15,26,4,21,1
38,5.3,,1.2,6,Free,0.89,2,3,5,0
62,12.64,,3.6,3,Premium,0.05,5,1,13,1
46,6.87,0.18,4.4,4,Free,0.72,38,3,3,0
26,3.35,0.51,3.9,1,Basic,0.14,18,5,20,0
25,13.28,0.81,4.3,8,Free,0.64,40,5,15,1
18,2.18,0.78,1.8,2,Basic,0.66,33,3,13,0
29,2.03,0.79,,2,Free,0.8,27,2,24,0
31,5.62,0.71,2.3,5,Free,0.4,11,2,22,1
25,,,1.1,3,Free,0.02,38,3,27,0
44,0.07,0.86,4.4,4,Free,0.81,9,4,16,0
25,8.36,0.89,4.8,6,Free,0.44,51,1,15,0
27,5.72,0.19,,3,Basic,0.85,46,6,1,0
45,4.72,0.13,1.9,8,Free,0.78,24,4,0,1
56,27.28,,2.0,5,Free,0.5,22,1,14,2
16,6.77,0.87,2.9,1,Premium,1.0,55,2,8,0
20,,0.89,4.6,4,Basic,0.46,58,6,12,0
35,1.2,0.89,,1,Premium,0.7,25,2,25,0
23,6.74,0.54,4.3,4,Premium,0.67,18,2,16,1
58,16.2,0.65,2.2,3,Free,0.52,37,4,2,0
27,7.0,0.55,4.2,3,Premium,0.59,19,6,27,2
16,10.13,0.05,4.7,4,Free,0.8,44,2,5,1
35,3.72,0.75,2.7,4,Premium,0.57,51,2,21,0
43,0.78,0.51,2.5,2,Basic,0.45,43,3,8,0
58,4.9,0.65,4.2,4,Basic,0.66,17,5,8,1
52,4.01,0.5,3.1,3,Basic,0.04,47,2,19,0
62,,0.49,3.7,3,Premium,0.11,10,6,16,2
52,,0.86,3.5,6,Basic,0.13,57,1,25,0
27,27.23,0.28,1.6,5,Free,0.43,24,2,8,2
52,25.39,0.16,4.4,5,Free,0.87,42,4,1,2
64,2.28,0.2,,3,Basic,0.64,0,4,14,1
64,3.42,0.97,4.7,3,Free,0.97,31,6,9,0
59,18.07,0.15,2.0,5,Basic,0.04,32,7,9,2
43,27.2,0.27,3.9,1,Basic,0.72,6,3,29,2
62,4.69,0.59,2.1,3,Free,0.31,30,3,3,0
30,3.1,0.61,2.3,3,Basic,0.02,25,1,6,0
21,5.97,,2.2,7,Basic,0.83,6,2,1,1
59,9.31,0.79,4.0,3,Premium,0.16,35,4,8,0
35,2.56,0.79,3.2,6,Free,0.21,45,2,4,0
29,10.67,0.24,4.5,3,Premium,0.34,23,2,9,1
17,0.42,,2.2,6,Premium,0.79,4,8,8,1
24,0.4,0.94,3.8,7,Premium,0.62,21,3,24,0
52,3.91,,,5,Premium,0.26,43,2,7,0
35,3.49,,1.6,3,Basic,0.17,35,5,2,0
41,3.03,0.08,2.6,1,Free,0.11,2,3,24,1
44,5.4,0.42,2.9,3,Basic,0.15,49,1,18,0
16,3.09,0.56,2.4,1,Basic,0.87,55,0,24,0
50,,0.19,2.3,5,Premium,0.92,58,1,17,0
21,2.96,0.45,3.7,1,Basic,0.97,36,9,13,1
52,29.48,0.6,1.9,9,Basic,0.83,57,4,26,2
20,4.24,0.33,,8,Basic,0.89,37,5,10,1
48,4.71,0.78,,5,Free,0.82,45,1,22,0
64,6.87,0.84,3.3,3,Free,0.96,5,1,26,1
29,32.76,0.32,3.4,6,Basic,0.85,51,4,1,2
27,2.21,0.84,1.3,3,Free,0.46,24,4,20,0
57,9.15,0.1,4.5,4,Free,0.32,22,0,1,1
35,10.07,0.84,2.1,2,Basic,0.58,11,3,14,1
39,7.48,0.15,3.5,2,Basic,0.61,27,1,23,1
58,0.74,0.08,4.9,3,Basic,0.57,57,2,28,1
49,9.04,0.64,3.4,4,Premium,0.71,43,1,17,0
40,0.53,0.47,3.9,5,Free,0.7,39,4,15,0
44,7.25,0.87,2.8,6,Free,0.09,31,4,24,0
54,10.76,,1.2,3,Basic,0.29,54,6,1,0
46,1.9,0.29,4.2,1,Premium,0.89,51,0,12,0
62,14.74,0.5,1.1,5,Basic,0.59,24,5,19,2
58,0.25,0.46,3.8,1,Free,0.33,33,2,6,0
38,14.85,0.34,1.1,3,Basic,0.85,29,3,8,1
59,4.93,0.69,4.4,2,Premium,0.25,36,3,18,0
53,1.96,,1.6,4,Free,0.41,17,2,1,0
35,1.15,0.85,,2,Free,0.28,55,4,21,0
38,24.51,0.97,3.4,5,Basic,0.87,56,2,0,1
60,0.6,0.94,2.8,3,Free,0.73,34,2,20,0
31,1.78,0.72,2.4,5,Free,0.46,47,1,7,0
57,3.42,0.39,2.9,2,Free,0.93,36,4,18,1
23,7.75,0.68,2.2,2,Free,0.93,40,5,20,1
36,6.3,0.48,,3,Free,0.71,5,1,8,1
16,1.07,0.99,2.4,3,Free,0.89,18,3,0,0
23,2.74,0.73,3.3,1,Free,0.72,21,3,24,0
44,2.18,1.0,2.0,1,Premium,0.63,56,4,16,0
47,1.92,0.83,5.0,6,Free,0.42,31,2,28,0
53,4.24,0.97,3.0,3,Basic,0.27,26,5,19,0
20,9.74,0.81,1.8,5,Premium,0.06,58,5,16,0
62,1.96,0.46,2.9,0,Free,0.8,15,3,23,1
